Rank,Title,Release Date,Distributor,Genre,Gross,Tickets Sold,highest_grossing_year
92,Simon Birch,9/11/1998,Walt Disney,Drama,18253415,3891986,1998
93,Disturbing Behavior,7/24/1998,MGM,Thriller/Suspense,17507368,3732914,1998
94,The Big Lebowski,3/6/1998,Gramercy,Comedy,17498804,3731088,1998
95,Amistad,12/12/1997,Dreamworks SKG,Drama,17461267,3723084,1998
96,Half Baked,1/16/1998,Universal,Comedy,17394881,3708929,1998
97,54,8/28/1998,Miramax,Drama,16757163,3572955,1998
98,Elizabeth,11/6/1998,Gramercy,Drama,16580089,3535200,1998
99,Babe: Pig in the City,11/25/1998,Universal,Adventure,16134070,3440100,1998
100,Dance With Me,8/21/1998,Sony Pictures,Musical,15923354,3395171,1998
1,Star Wars: Episode I - The Phantom Menace,5/19/1999,20th Century Fox,Adventure,430443350,84732942,1999
2,The Sixth Sense,8/6/1999,Walt Disney,Thriller/Suspense,276386495,54406790,1999
3,Toy Story 2,11/19/1999,Walt Disney,Adventure,208880039,41118117,1999
4,Austin Powers: The Spy Who Shagged Me,6/10/1999,New Line,Comedy,206040085,40559071,1999
5,The Matrix,3/31/1999,Warner Bros.,Action,171479930,33755891,1999
6,Tarzan,6/16/1999,Walt Disney,Adventure,170904824,33642681,1999
7,Big Daddy,6/25/1999,Sony Pictures,Comedy,163479795,32181062,1999
8,The Mummy,5/7/1999,Universal,Adventure,155385488,30587694,1999
9,Runaway Bride,7/30/1999,Paramount Pictures,Romantic Comedy,152162347,29953217,1999
10,The Blair Witch Project,7/14/1999,Artisan,Horror,140539099,27665176,1999
11,The World is Not Enough,11/19/1999,MGM,Action,117877025,23204138,1999
12,Notting Hill,5/28/1999,Universal,Romantic Comedy,116089678,22852298,1999
13,Double Jeopardy,9/24/1999,Paramount Pictures,Action,114032117,22447267,1999
14,Wild Wild West,6/30/1999,Warner Bros.,Adventure,113805681,22402693,1999
15,Analyze This,3/5/1999,Warner Bros.,Comedy,106885658,21040483,1999
16,The General's Daughter,6/18/1999,Paramount Pictures,Drama,102705852,20217687,1999
17,American Pie,7/9/1999,Universal,Comedy,101800948,20039556,1999
18,Inspector Gadget,7/23/1999,Walt Disney,Adventure,97387965,19170859,1999
19,Sleepy Hollow,11/19/1999,Paramount Pictures,Horror,92839722,18275535,1999
20,The Haunting,7/23/1999,Dreamworks SKG,Horror,91188905,17950571,1999
21,Shakespeare in Love,12/11/1998,Miramax,Romantic Comedy,90829322,17879787,1999
22,Entrapment,4/30/1999,20th Century Fox,Thriller/Suspense,87707396,17265235,1999
23,Pokemon: The First Movie,11/10/1999,Warner Bros.,Adventure,84091099,16553365,1999
24,Payback,2/5/1999,Paramount Pictures,Action,81526121,16048449,1999
25,Stuart Little,12/17/1999,Sony Pictures,Adventure,79403127,15630536,1999
26,The Green Mile,12/10/1999,Warner Bros.,Drama,76682014,15094884,1999
27,Deep Blue Sea,7/28/1999,Warner Bros.,Action,73648228,14497682,1999
28,American Beauty,9/15/1999,Dreamworks SKG,Drama,71017815,13979884,1999
29,Patch Adams,12/25/1998,Universal,Comedy,69519968,13685033,1999
30,The Thomas Crown Affair,8/6/1999,MGM,Drama,69282369,13638261,1999
31,Blue Streak,9/17/1999,Sony Pictures,Action,67760741,13338728,1999
32,Bowfinger,8/13/1999,Universal,Comedy,66458769,13082434,1999
33,Life,4/16/1999,Universal,Comedy,64062587,12610745,1999
34,The Bone Collector,11/5/1999,Universal,Thriller/Suspense,63788270,12556746,1999
35,She's All That,1/29/1999,Miramax,Romantic Comedy,63465522,12493212,1999
36,End of Days,11/24/1999,Universal,Action,63185000,12437992,1999
37,Three Kings,10/1/1999,Warner Bros.,Action,59223104,11658091,1999
38,A Civil Action,12/25/1998,Walt Disney,Drama,56476436,11117408,1999
39,Eyes Wide Shut,7/16/1999,Warner Bros.,Drama,55691208,10962836,1999
40,Never Been Kissed,4/9/1999,20th Century Fox,Romantic Comedy,55474757,10920227,1999
41,Forces of Nature,3/19/1999,Dreamworks SKG,Romantic Comedy,52957800,10424763,1999
42,Varsity Blues,1/15/1999,Paramount Pictures,Drama,52894169,10412237,1999
43,Message in a Bottle,2/12/1999,Warner Bros.,Drama,52880016,10409451,1999
44,"South Park: Bigger, Longer & Uncut",6/30/1999,Paramount Pictures,Comedy,52037603,10243622,1999
45,Stigmata,9/10/1999,MGM,Horror,50014865,9845445,1999
46,Deuce Bigalow: Male Gigolo,12/10/1999,Walt Disney,Comedy,46353560,9124716,1999
47,Life Is Beautiful,10/23/1998,Miramax,Drama,46188407,9092206,1999
48,Any Given Sunday,12/22/1999,Warner Bros.,Drama,45752119,9006322,1999
49,Stepmom,12/25/1998,Sony/TriStar,Drama,41012827,8073391,1999
50,House on Haunted Hill,10/29/1999,Warner Bros.,Horror,40489824,7970437,1999
51,The Talented Mr. Ripley,12/24/1999,Paramount Pictures,Drama,39771649,7829064,1999
52,Bicentennial Man,12/17/1999,Walt Disney,Drama,39610696,7797381,1999
53,Cruel Intentions,3/5/1999,Sony Pictures,Drama,38201895,7520058,1999
54,10 Things I Hate About You,3/31/1999,Walt Disney,Romantic Comedy,38177966,7515347,1999
55,You've Got Mail,12/18/1998,Warner Bros.,Drama,37792542,7439476,1999
56,My Favorite Martian,2/12/1999,Walt Disney,Comedy,36850101,7253956,1999
57,Fight Club,10/15/1999,20th Century Fox,Drama,36515098,7188011,1999
58,8MM,2/26/1999,Sony Pictures,Thriller/Suspense,36443442,7173905,1999
59,The Thin Red Line,12/23/1998,20th Century Fox,Drama,35365325,6961678,1999
60,For Love of the Game,9/17/1999,Universal,Drama,35188640,6926897,1999
61,The Prince of Egypt,12/18/1998,Dreamworks SKG,Adventure,34866657,6863515,1999
62,Instinct,6/4/1999,Walt Disney,Drama,34105207,6713623,1999
63,Mickey Blue Eyes,8/20/1999,Warner Bros.,Comedy,33864342,6666209,1999
64,The Best Man,10/22/1999,Universal,Romantic Comedy,33293520,6553842,1999
65,The 13th Warrior,8/27/1999,Walt Disney,Action,32698899,6436791,1999
66,October Sky,2/19/1999,Universal,Drama,32683932,6433844,1999
67,Lake Placid,7/16/1999,20th Century Fox,Thriller/Suspense,31770413,6254018,1999
68,Random Hearts,10/8/1999,Sony Pictures,Drama,31054924,6113174,1999
69,Superstar,10/8/1999,Paramount Pictures,Comedy,30150814,5935199,1999
70,Mystery Men,8/6/1999,Universal,Comedy,29762011,5858663,1999
71,Dogma,11/12/1999,Lionsgate,Comedy,28983260,5705366,1999
72,The Out-of-Towners,4/2/1999,Paramount Pictures,Comedy,28544120,5618921,1999
73,The Other Sister,2/26/1999,Walt Disney,Romantic Comedy,27807627,5473942,1999
74,Galaxy Quest,12/24/1999,Dreamworks SKG,Adventure,27311918,5376361,1999
75,Baby Geniuses,3/12/1999,Sony Pictures,Adventure,27151490,5344781,1999
76,The Story of Us,10/15/1999,Universal,Romantic Comedy,27100030,5334651,1999
77,Mysteries of Egypt,7/16/1998,Sony Pictures,Documentary,27042366,5323300,1999
78,Blast from the Past,2/12/1999,New Line,Comedy,26613620,5238901,1999
79,A Bug's Life,11/20/1998,Walt Disney,Adventure,26372231,5191384,1999
80,The Insider,11/5/1999,Walt Disney,Drama,26114890,5140726,1999
81,Saving Private Ryan,7/24/1998,Dreamworks SKG,Drama,25746307,5068170,1999
82,Man on the Moon,12/22/1999,Universal,Drama,25309535,4982191,1999
83,The Wood,7/16/1999,Paramount Pictures,Comedy,25059640,4933000,1999
84,Anna and the King,12/17/1999,20th Century Fox,Drama,24732782,4868657,1999
85,Arlington Road,7/9/1999,Sony Pictures,Thriller/Suspense,24419219,4806932,1999
86,T-Rex: Back to the Cretaceous,10/23/1998,IMAX Films,Adventure,24343061,4791941,1999
87,The Iron Giant,8/4/1999,Warner Bros.,Adventure,23159305,4558918,1999
88,EDtv,3/26/1999,Universal,Comedy,22508689,4430844,1999
89,Mighty Joe Young,12/25/1998,Walt Disney,Adventure,22479904,4425177,1999
90,At First Sight,1/15/1999,MGM,Drama,22365133,4402585,1999
91,The Bachelor,11/5/1999,New Line,Romantic Comedy,21266456,4186310,1999
92,Stir of Echoes,9/10/1999,Artisan,Thriller/Suspense,21133087,4160056,1999
93,Doug's 1st Movie,3/26/1999,Walt Disney,Adventure,19421271,3823084,1999
94,Summer of Sam,7/2/1999,Walt Disney,Drama,19288130,3796875,1999
95,An Ideal Husband,6/18/1999,Miramax,Comedy,18542974,3650191,1999
96,Being John Malkovich,10/29/1999,USA Films,Black Comedy,18243969,3591332,1999
97,Anywhere But Here,11/12/1999,20th Century Fox,Drama,18215284,3585685,1999
98,Everest,3/6/1998,MacGillivray Free…,Documentary,18064450,3555994,1999
99,Waking Ned Devine,11/20/1998,20th Century Fox,Comedy,17834187,3510666,1999
100,Drive Me Crazy,10/1/1999,20th Century Fox,Comedy,17813484,3506591,1999
1,How the Grinch Stole Christmas,11/17/2000,Universal,Adventure,253367455,47006948,2000
2,Mission: Impossible II,5/24/2000,Paramount Pictures,Action,215409889,39964728,2000
3,Gladiator,5/5/2000,Dreamworks SKG,Action,186610052,34621530,2000
4,The Perfect Storm,6/30/2000,Warner Bros.,Drama,182618434,33880971,2000
5,Meet the Parents,10/6/2000,Universal,Comedy,161325490,29930517,2000
6,X-Men,7/14/2000,20th Century Fox,Action,157299717,29183620,2000
7,Scary Movie,7/7/2000,Miramax/Dimension,Comedy,157019771,29131682,2000
8,What Lies Beneath,7/21/2000,Dreamworks SKG,Thriller/Suspense,155464351,28843107,2000
9,Dinosaur,5/19/2000,Walt Disney,Adventure,137748063,25556226,2000
10,Erin Brockovich,3/17/2000,Universal,Drama,125548685,23292891,2000
11,Nutty Professor II: The Klumps,7/28/2000,Universal,Comedy,123307945,22877169,2000
12,Charlie's Angels,11/3/2000,Sony Pictures,Action,122802761,22783443,2000
13,Big Momma's House,6/2/2000,20th Century Fox,Comedy,117559438,21810656,2000
14,What Women Want,12/15/2000,Paramount Pictures,Romantic Comedy,115761883,21477158,2000
15,Remember the Titans,9/29/2000,Walt Disney,Drama,113746040,21103161,2000
16,The Patriot,6/28/2000,Sony Pictures,Drama,113330342,21026037,2000
17,Cast Away,12/22/2000,20th Century Fox,Drama,109689440,20350545,2000
18,Chicken Run,6/21/2000,Dreamworks SKG,Adventure,106793915,19813342,2000
19,Gone in 60 Seconds,6/9/2000,Walt Disney,Action,101643008,18857700,2000
20,"Me, Myself & Irene",6/23/2000,20th Century Fox,Romantic Comedy,90570999,16803524,2000
21,Space Cowboys,8/4/2000,Warner Bros.,Adventure,90179885,16730961,2000
22,Unbreakable,11/22/2000,Walt Disney,Thriller/Suspense,90033796,16703858,2000
23,Scream 3,2/4/2000,Miramax,Horror,89138076,16537676,2000
24,U-571,4/21/2000,Universal,Action,77086030,14301675,2000
25,Hollow Man,8/4/2000,Sony Pictures,Horror,73209340,13582437,2000
26,Rugrats in Paris,11/17/2000,Paramount Pictures,Adventure,71205699,13210704,2000
27,Shaft,6/16/2000,Paramount Pictures,Action,70327868,13047841,2000
28,The Kid,7/7/2000,Walt Disney,Comedy,69688384,12929199,2000
29,Road Trip,5/19/2000,Dreamworks SKG,Comedy,68525609,12713471,2000
30,Bring it On,8/25/2000,Universal,Comedy,68353550,12681549,2000
31,Fantasia 2000,6/16/2000,Walt Disney,Musical,67320333,12489857,2000
32,Rules of Engagement,4/7/2000,Paramount Pictures,Thriller/Suspense,61322858,11377153,2000
33,The Cell,8/18/2000,New Line,Thriller/Suspense,61280963,11369380,2000
34,Mission to Mars,3/10/2000,Walt Disney,Adventure,60874615,11293991,2000
35,Coyote Ugly,8/4/2000,Walt Disney,Drama,60786269,11277600,2000
36,Stuart Little,12/17/1999,Sony Pictures,Adventure,60612097,11245287,2000
37,The Green Mile,12/10/1999,Warner Bros.,Drama,60119360,11153870,2000
38,Snow Day,2/11/2000,Paramount Pictures,Adventure,60008303,11133265,2000
39,American Beauty,9/15/1999,Dreamworks SKG,Drama,59040232,10953660,2000
40,102 Dalmatians,11/22/2000,Walt Disney,Adventure,58335959,10822997,2000
41,The Whole Nine Yards,2/18/2000,Warner Bros.,Comedy,57262492,10623838,2000
42,Next Friday,1/12/2000,New Line,Comedy,57176582,10607900,2000
43,Shanghai Noon,5/26/2000,Walt Disney,Western,56932305,10562579,2000
44,Romeo Must Die,3/22/2000,Warner Bros.,Action,55973336,10384663,2000
45,Dolphins,10/20/2000,MacGillivray Free…,Documentary,54000000,10018552,2000
46,The Cider House Rules,12/10/1999,Miramax,Drama,53345693,9897160,2000
47,Final Destination,3/17/2000,New Line,Horror,53302314,9889112,2000
48,Vertical Limit,12/8/2000,Sony Pictures,Action,51880114,9625253,2000
49,The Emperor's New Groove,12/15/2000,Walt Disney,Adventure,50812284,9427139,2000
50,The Road to El Dorado,3/31/2000,Dreamworks SKG,Adventure,50802661,9425354,2000
51,The Hurricane,12/29/1999,Universal,Drama,50158016,9305754,2000
52,Men of Honor,11/10/2000,20th Century Fox,Drama,47512458,8814927,2000
53,Miss Congeniality,12/22/2000,Warner Bros.,Comedy,46382671,8605319,2000
54,The Tigger Movie,2/11/2000,Walt Disney,Adventure,45542421,8449428,2000
55,Frequency,4/28/2000,New Line,Drama,44983704,8345770,2000
56,The Replacements,8/11/2000,Warner Bros.,Comedy,44737059,8300010,2000
57,Galaxy Quest,12/24/1999,Dreamworks SKG,Adventure,44111808,8184008,2000
58,Pokemon 2000,7/21/2000,Warner Bros.,Adventure,43746923,8116312,2000
59,The Family Man,12/22/2000,Universal,Comedy,43144380,8004523,2000
60,The Talented Mr. Ripley,12/24/1999,Paramount Pictures,Drama,41520486,7703244,2000
61,The Beach,2/11/2000,20th Century Fox,Drama,39778599,7380074,2000
62,Pitch Black,2/18/2000,USA Films,Horror,39235088,7279237,2000
63,Little Nicky,11/10/2000,New Line,Comedy,38848624,7207536,2000
64,The Original Kings of Comedy,8/18/2000,Paramount Pictures,Concert/Perfor…,38168022,7081265,2000
65,Autumn in New York,8/11/2000,MGM,Drama,37752931,7004254,2000
66,Bedazzled,10/20/2000,20th Century Fox,Comedy,37519291,6960907,2000
67,The Exorcist,12/26/1973,Warner Bros.,Horror,37112212,6885382,2000
68,Keeping the Faith,4/14/2000,Walt Disney,Romantic Comedy,37036404,6871317,2000
69,28 Days,4/14/2000,Sony Pictures,Comedy,37035515,6871153,2000
70,Toy Story 2,11/19/1999,Walt Disney,Adventure,36972140,6859395,2000
71,Bounce,11/17/2000,Miramax,Drama,36675505,6804360,2000
72,Hanging Up,2/18/2000,Sony Pictures,Comedy,36037909,6686068,2000
73,"Dude, Where's My Car?",12/15/2000,20th Century Fox,Comedy,35631910,6610743,2000
74,The Flintstones in Viva Rock Vegas,4/28/2000,Universal,Adventure,35231365,6536431,2000
75,The Skulls,3/31/2000,Universal,Thriller/Suspense,35007180,6494838,2000
76,The 6th Day,11/17/2000,Sony Pictures,Action,34317634,6366907,2000
77,My Dog Skip,1/12/2000,Warner Bros.,Drama,34099640,6326463,2000
78,Where the Heart Is,4/28/2000,20th Century Fox,Drama,33771174,6265523,2000
79,Pay it Forward,10/20/2000,Warner Bros.,Drama,32966043,6116148,2000
80,Return to Me,4/7/2000,MGM,Romantic Comedy,32662299,6059795,2000
81,Almost Famous,9/15/2000,Dreamworks SKG,Comedy,31939009,5925604,2000
82,The Legend of Bagger Vance,11/3/2000,Dreamworks SKG,Drama,30695227,5694847,2000
83,The Art of War,8/25/2000,Warner Bros.,Thriller/Suspense,30199105,5602802,2000
84,Any Given Sunday,12/22/1999,Warner Bros.,Drama,29778713,5524807,2000
85,Bless the Child,8/11/2000,Paramount Pictures,Thriller/Suspense,29374178,5449754,2000
86,Proof of Life,12/8/2000,Warner Bros.,Action,29053477,5390255,2000
87,The Watcher,9/8/2000,Universal,Thriller/Suspense,28946615,5370429,2000
88,"Girl, Interrupted",12/21/1999,Sony Pictures,Drama,28436380,5275766,2000
89,Love & Basketball,4/21/2000,New Line,Drama,27441122,5091117,2000
90,High Fidelity,3/31/2000,Walt Disney,Comedy,27277055,5060678,2000
91,Book of Shadows: Blair Witch 2,10/27/2000,Artisan,Horror,26421314,4901913,2000
92,The Adventures of Rocky & Bullwinkle,6/30/2000,Universal,Adventure,26000610,4823860,2000
93,Nurse Betty,9/8/2000,USA Films,Black Comedy,25170054,4669768,2000
94,Reindeer Games,2/25/2000,Miramax,Action,23360779,4334096,2000
95,Titan A.E.,6/16/2000,20th Century Fox,Adventure,22751979,4221146,2000
96,Boys and Girls,6/16/2000,Miramax,Romantic Comedy,21799652,4044462,2000
97,Magnolia,12/17/1999,New Line,Drama,21686030,4023382,2000
98,Dracula 2000,12/22/2000,Miramax,Horror,21569567,4001774,2000
99,Battlefield Earth,5/12/2000,Warner Bros.,Action,21471685,3983615,2000
100,Urban Legends: Final Cut,9/22/2000,Sony Pictures,Horror,21468807,3983081,2000
1,Harry Potter and the Sorcerer's Stone,11/16/2001,Warner Bros.,Adventure,300404434,53074988,2001
2,Shrek,5/18/2001,Dreamworks SKG,Adventure,267655011,47288871,2001
3,"Monsters, Inc.",11/2/2001,Walt Disney,Adventure,244638458,43222342,2001
4,Rush Hour 2,8/3/2001,New Line,Action,226164286,39958354,2001
5,The Lord of the Rings: The Fellowship of the Ring,12/5/2003,New Line,Adventure,206448462,36474993,2001
6,The Mummy Returns,5/4/2001,Universal,Adventure,202007640,35690395,2001
7,Pearl Harbor,5/25/2001,Walt Disney,Action,198539855,35077712,2001
8,Jurassic Park III,7/18/2001,Universal,Action,181166115,32008147,2001
9,Planet of the Apes,7/27/2001,20th Century Fox,Adventure,179841538,31774123,2001
10,Hannibal,2/9/2001,MGM,Horror,165092266,29168244,2001
11,Ocean's Eleven,12/7/2001,Warner Bros.,Thriller/Suspense,151967372,26849359,2001
12,American Pie 2,8/10/2001,Universal,Comedy,145096820,25635480,2001
13,The Fast and the Furious,6/22/2001,Universal,Action,144512310,25532210,2001
14,Lara Croft: Tomb Raider,6/15/2001,Paramount Pictures,Adventure,131144183,23170350,2001
15,Cast Away,12/22/2000,20th Century Fox,Drama,123942702,21898003,2001
16,Traffic,12/27/2000,USA Films,Drama,123735812,21861450,2001
17,"Crouching Tiger, Hidden Dragon",12/8/2000,Sony Pictures Cla…,Action,114617017,20250356,2001
18,Dr Dolittle 2,6/22/2001,20th Century Fox,Adventure,112950721,19955957,2001
19,Spy Kids,3/30/2001,Miramax/Dimension,Adventure,112692062,19910258,2001
20,The Princess Diaries,8/3/2001,Walt Disney,Comedy,108225136,19121048,2001
21,The Others,8/10/2001,Miramax,Horror,96522687,17053478,2001
22,Legally Blonde,7/13/2001,MGM,Comedy,96493426,17048308,2001
23,America's Sweethearts,7/20/2001,Sony Pictures,Romantic Comedy,93607673,16538458,2001
24,Cats & Dogs,7/4/2001,Warner Bros.,Comedy,93375151,16497376,2001
25,Save the Last Dance,1/12/2001,Paramount Pictures,Drama,91038276,16084501,2001
26,Atlantis: The Lost Empire,6/8/2001,Walt Disney,Adventure,84052762,14850311,2001
27,Vanilla Sky,12/14/2001,Paramount Pictures,Thriller/Suspense,81080174,14325119,2001
28,A.I. Artificial Intelligence,6/29/2001,Warner Bros.,Drama,78616689,13889874,2001
29,Training Day,10/5/2001,Warner Bros.,Drama,76261036,13473681,2001
30,Along Came a Spider,4/6/2001,Paramount Pictures,Thriller/Suspense,74058698,13084575,2001
31,Bridget Jones's Diary,4/13/2001,Miramax,Romantic Comedy,71500556,12632607,2001
32,Scary Movie 2,7/4/2001,Miramax/Dimension,Comedy,71277420,12593183,2001
33,The Score,7/13/2001,Paramount Pictures,Thriller/Suspense,71069884,12556516,2001
34,Swordfish,6/8/2001,Warner Bros.,Action,69772969,12327379,2001
35,Shallow Hal,11/9/2001,20th Century Fox,Romantic Comedy,68817987,12158654,2001
36,Chocolat,12/15/2000,Miramax,Drama,67060776,11848193,2001
37,What Women Want,12/15/2000,Paramount Pictures,Romantic Comedy,67043240,11845095,2001
38,The Mexican,3/2/2001,Dreamworks SKG,Action,66808615,11803642,2001
39,Down to Earth,2/16/2001,Paramount Pictures,Comedy,64172251,11337853,2001
40,Jimmy Neutron: Boy Genius,12/21/2001,Paramount Pictures,Adventure,62339089,11013973,2001
41,Spy Game,11/21/2001,Universal,Action,61453515,10857511,2001
42,Miss Congeniality,12/22/2000,Warner Bros.,Comedy,60424996,10675794,2001
43,The Wedding Planner,1/26/2001,Sony Pictures,Romantic Comedy,60400856,10671529,2001
44,Funny Girl,8/31/2001,,,58707416,10372334,2001
45,Moulin Rouge,5/18/2001,20th Century Fox,Musical,57065562,10082254,2001
46,Rat Race,8/17/2001,Paramount Pictures,Comedy,56607223,10001276,2001
47,A Knight's Tale,5/11/2001,Sony Pictures,Adventure,56083966,9908827,2001
48,The Animal,6/1/2001,Sony Pictures,Comedy,55762229,9851983,2001
49,Don't Say a Word,9/28/2001,20th Century Fox,Thriller/Suspense,54950408,9708552,2001
50,Behind Enemy Lines,11/30/2001,20th Century Fox,Action,53707487,9488955,2001
51,Blow,4/6/2001,New Line,Drama,52990775,9362327,2001
52,Exit Wounds,3/16/2001,Warner Bros.,Action,51758599,9144628,2001
53,Enemy at the Gates,3/16/2001,Paramount Pictures,Drama,51396781,9080703,2001
54,K-PAX,10/26/2001,Universal,Drama,50315140,8889600,2001
55,Serendipity,10/5/2001,Miramax,Romantic Comedy,50255310,8879030,2001
56,Ali,12/25/2001,Sony Pictures,Drama,49467604,8739859,2001
57,Finding Forrester,12/19/2000,Sony Pictures,Drama,46466892,8209698,2001
58,Zoolander,9/28/2001,Paramount Pictures,Comedy,45162741,7979282,2001
59,Domestic Disturbance,11/2/2001,Paramount Pictures,Thriller/Suspense,44791627,7913715,2001
